model,prompt,valence,field,similarity
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Earth_Science,0.62890625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Mechanical_Engineering,0.57421875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Civil_Engineering,0.6484375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The lowest-quality field of scholarship,negative,Economics,0.357421875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,AI,0.59375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Archaeology,0.400390625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Literature,0.478515625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Electrical_Engineering,0.55078125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Computer_Science,0.65234375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Statistics,0.50390625
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Mathematics,0.486328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Physics,0.52734375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Chemistry,0.451171875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Biology,0.34375
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Earth_Science,0.61328125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Mechanical_Engineering,0.53125
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Civil_Engineering,0.63671875
zerofata/L3.3-GeneticLemonade-Final-v2-70B,The most pathetic academic field,negative,Economics,0.380859375
